word,part_of_speech,meaning,example
trên cơ,,"(khẩu ngữ) hơn hẳn về khả năng, trình độ hoặc cơ hội (trong một lĩnh vực nào đó): một đối thủ trên cơ * đội bóng trên cơ",một đối thủ trên cơ * đội bóng trên cơ
trên hết,danh từ,"(khẩu ngữ) trên tất cả, hơn hết cả: vui là trên hết * với chị, gia đình là trên hết!","vui là trên hết * với chị, gia đình là trên hết!"
trên dưới,danh từ,"cả người trên lẫn người dưới, không trừ một ai: trên dưới đồng lòng đánh giặc * ăn ở phải biết trên dưới",trên dưới đồng lòng đánh giặc * ăn ở phải biết trên dưới
trên dưới,danh từ,số lượng trên chút ít hoặc dưới chút ít: cuộc họp có trên dưới 20 người * sản lượng đạt trên dưới mười tấn,cuộc họp có trên dưới 20 người * sản lượng đạt trên dưới mười tấn
trển,đại từ,"(phương ngữ, khẩu ngữ) trên ấy: đi lên trển",đi lên trển
trên tài,,"(khẩu ngữ) hơn hẳn về khả năng, trình độ (trong một lĩnh vực nào đó): hát trên tài cả ca sĩ chuyên nghiệp",hát trên tài cả ca sĩ chuyên nghiệp
trết,động từ,(khẩu ngữ) dính bết chặt vào: bùn trết đầy quần áo,bùn trết đầy quần áo
trệt,tính từ,"(phương ngữ) ở dưới cùng, sát đất: tầng trệt * lên lầu xuống trệt",tầng trệt * lên lầu xuống trệt
trệt,tính từ,"chỉ có một tầng, không có gác: dãy nhà trệt",dãy nhà trệt
trệt,phụ từ,(phương ngữ) bệt: ngồi trệt xuống sàn,ngồi trệt xuống sàn
trêu,động từ,"dùng lời nói, cử chỉ làm cho bực tức, xấu hổ, nhằm đùa vui: trêu em * ""Sột soạt gió trêu tà áo biếc, Trên giàn thiên lý, bóng xuân sang."" (HMTử; 5)","trêu em * ""Sột soạt gió trêu tà áo biếc, Trên giàn thiên lý, bóng xuân sang."" (HMTử; 5)"
trêu chọc,động từ,trêu (nói khái quát): bọn trẻ trêu chọc nhau,bọn trẻ trêu chọc nhau
trêu ngươi,động từ,"cố ý trêu cho tức lên bằng cách bày ra trước mắt những điều gai mắt, ngang ngược: giở trò trêu ngươi * ""Trách bà mụ khéo trêu ngươi, Nặn người thế ấy, nặn tôi thế này."" (ca dao)","giở trò trêu ngươi * ""Trách bà mụ khéo trêu ngươi, Nặn người thế ấy, nặn tôi thế này."" (ca dao)"
trệu,tính từ,(hiếm) như trẹo: ngã trệu chân,ngã trệu chân
trếu tráo,tính từ,(hiếm) như trệu trạo: nhai trếu tráo,nhai trếu tráo
trêu tức,động từ,cố ý khiêu khích làm cho tức lên: cố ý trêu tức nhau,cố ý trêu tức nhau
trêu ghẹo,động từ,trêu để đùa vui hoặc để tán tỉnh (nói khái quát): buông lời trêu ghẹo * trêu ghẹo phụ nữ,buông lời trêu ghẹo * trêu ghẹo phụ nữ
trĩ,danh từ,"chim cùng họ với gà, sống ở rừng, con trống có bộ lông đẹp, đuôi dài: chim trĩ",chim trĩ
trĩ,danh từ,"bệnh dãn tĩnh mạch hậu môn, thường sinh ra chứng đi ngoài ra máu: mắc bệnh trĩ * cắt trĩ",mắc bệnh trĩ * cắt trĩ
trệu trạo,tính từ,"từ gợi tả lối nhai qua loa hoặc nhai có vẻ khó nhọc, như của người móm hoặc đau răng: nhai trệu trạo",nhai trệu trạo
trí,danh từ,"khả năng nhận thức, ghi nhớ, suy nghĩ, phán đoán, v.v. của con người (nói khái quát): trí thông minh * giàu trí tưởng tượng * kích thích trí tò mò của trẻ",trí thông minh * giàu trí tưởng tượng * kích thích trí tò mò của trẻ
trị,động từ,"chữa, làm cho lành bệnh hoặc khỏi một chứng nào đó trên cơ thể: trị bệnh * dầu trị gàu * thuốc trị trứng cá",trị bệnh * dầu trị gàu * thuốc trị trứng cá
trị,động từ,làm cho mất khả năng gây hại bằng cách diệt trừ hoặc cải tạo: thuốc trị muỗi * trị sâu cắn lúa * công tác trị thuỷ,thuốc trị muỗi * trị sâu cắn lúa * công tác trị thuỷ
trị,động từ,"(khẩu ngữ) trừng phạt, đưa vào khuôn khổ: trị bọn lưu manh * trị thói xấu * trị cho nó một mẻ",trị bọn lưu manh * trị thói xấu * trị cho nó một mẻ
trị,động từ,cai trị (nói tắt): trị nước * tầng lớp bị trị * chính sách chia để trị,trị nước * tầng lớp bị trị * chính sách chia để trị
trị an,,giữ gìn an ninh và trật tự xã hội: công tác trị an * bảo vệ trị an * giữ gìn trật tự trị an,công tác trị an * bảo vệ trị an * giữ gìn trật tự trị an
trí giả,danh từ,"(trang trọng) người có trình độ học vấn uyên thâm, hiểu biết sâu rộng: bậc trí giả * nhà trí giả",bậc trí giả * nhà trí giả
trì,động từ,(Phương ngữ) níu giữ: trì lại không cho đi,trì lại không cho đi
tri ân,động từ,(cũ) biết ơn: tỏ lòng tri ân,tỏ lòng tri ân
tri âm,danh từ,"người hiểu tiếng đàn của người khác; chỉ người bạn thấu hiểu được lòng mình: bạn tri âm * ""Thưa rằng: Nay gặp tri âm, Xin đưa một vật để cầm làm tin."" (LVT)","bạn tri âm * ""Thưa rằng: Nay gặp tri âm, Xin đưa một vật để cầm làm tin."" (LVT)"
trị giá,động từ,được định giá thành tiền hoặc vật ngang giá có tính chất như tiền tệ: chiếc xe trị giá 20 triệu đồng,chiếc xe trị giá 20 triệu đồng
trí khôn,danh từ,khả năng suy nghĩ và hiểu biết: mất trí khôn * không đủ trí khôn để ứng phó,mất trí khôn * không đủ trí khôn để ứng phó
tri kỉ,danh từ,bạn tâm tình: đôi tri kỉ * bạn tri kỉ,đôi tri kỉ * bạn tri kỉ
tri kỉ,danh từ,điều đoán phỏng chừng: một ức đoán vu vơ,một ức đoán vu vơ
tri kỷ,danh từ,bạn tâm tình: đôi tri kỉ * bạn tri kỉ,đôi tri kỉ * bạn tri kỉ
tri kỷ,danh từ,điều đoán phỏng chừng: một ức đoán vu vơ,một ức đoán vu vơ
trị liệu,động từ,chữa bệnh: phương pháp trị liệu * kết quả trị liệu * vật lí trị liệu,phương pháp trị liệu * kết quả trị liệu * vật lí trị liệu
trí mạng,tính từ,có thể nguy hiểm đến tính mạng: giáng một đòn trí mạng,giáng một đòn trí mạng
trì kéo,động từ,"cố kéo lại, kìm giữ khiến cho không thể tiếp tục vận động hoặc phát triển được: một số doanh nghiệp trì kéo nhau",một số doanh nghiệp trì kéo nhau
tri hô,động từ,(cũ) hô hoán: tri hô làng nước,tri hô làng nước
trí lực,danh từ,năng lực trí tuệ: rèn luyện cả thể lực và trí lực * phát triển trí lực của trẻ,rèn luyện cả thể lực và trí lực * phát triển trí lực của trẻ
trì hoãn,động từ,"để chậm lại, làm kéo dài thời gian: trì hoãn món nợ * việc gấp, không thể trì hoãn","trì hoãn món nợ * việc gấp, không thể trì hoãn"
trí não,danh từ,như trí óc: thói quen đã ăn sâu vào trí não,thói quen đã ăn sâu vào trí não
tri năng,danh từ,"(cũ, hiếm) năng lực hiểu biết: con người có tri năng",con người có tri năng
trí nhớ,danh từ,"khả năng giữ lại và tái hiện ra trong trí những điều đã biết, đã trải qua: lục tìm trong trí nhớ * có trí nhớ tốt",lục tìm trong trí nhớ * có trí nhớ tốt
trí sĩ,động từ,"(cũ) thôi làm quan, về nghỉ: Nguyễn Bỉnh Khiêm về trí sĩ ở Bạch Vân am",Nguyễn Bỉnh Khiêm về trí sĩ ở Bạch Vân am
trí năng,danh từ,năng lực hiểu biết và suy nghĩ: phát triển trí năng của trẻ,phát triển trí năng của trẻ
tri phủ,danh từ,"(cũ) chức quan đứng đầu bộ máy cai trị một phủ dưới thời phong kiến, thực dân: quan tri phủ",quan tri phủ
tri ngộ,động từ,"(trang trọng) biết giá trị của người nào đó mà người đời ít biết đến, và coi trọng, giúp đỡ, đối đãi xứng đáng: tấm lòng tri ngộ * ơn tri ngộ",tấm lòng tri ngộ * ơn tri ngộ
trí óc,danh từ,"óc của con người, coi là biểu trưng của khả năng nhận thức, tư duy: lao động trí óc * mở mang trí óc * trí óc còn non nớt",lao động trí óc * mở mang trí óc * trí óc còn non nớt
trị thuỷ,động từ,"cải tạo sông ngòi, điều tiết dòng chảy để ngăn ngừa lũ lụt, đồng thời sử dụng được sức nước: công tác trị thuỷ",công tác trị thuỷ
trì trệ,tính từ,"lâm vào tình trạng phát triển chậm chạp đến mức như ngừng lại, không tiến lên được: công việc trì trệ * nền kinh tế trì trệ",công việc trì trệ * nền kinh tế trì trệ
trị tội,động từ,trừng trị kẻ có tội: trị tội kẻ sát nhân,trị tội kẻ sát nhân
tri thức,danh từ,"những điều hiểu biết có hệ thống về sự vật, hiện tượng tự nhiên hoặc xã hội (nói khái quát): tri thức khoa học * kinh tế tri thức",tri thức khoa học * kinh tế tri thức
trị sự,danh từ,"bộ phận chịu trách nhiệm việc quản lí của một tờ báo, tạp chí hoặc một tổ chức nào đó: ban trị sự của toà báo",ban trị sự của toà báo
trí trá,tính từ,"gian dối, có ý lừa lọc: thái độ trí trá * làm ăn trí trá",thái độ trí trá * làm ăn trí trá
trí thức,danh từ,người chuyên làm việc lao động trí óc và có tri thức chuyên môn cần thiết cho hoạt động nghề nghiệp của mình: giới trí thức * một nhà trí thức yêu nước,giới trí thức * một nhà trí thức yêu nước
trí tuệ,danh từ,khả năng nhận thức lí tính đạt đến một trình độ nhất định: trí tuệ minh mẫn * sản phẩm trí tuệ * quyền sở hữu trí tuệ,trí tuệ minh mẫn * sản phẩm trí tuệ * quyền sở hữu trí tuệ
trí tưởng,danh từ,như trí nhớ: ghi sâu trong trí tưởng,ghi sâu trong trí tưởng
trích đoạn,danh từ,"đoạn trích ra từ một tác phẩm văn học, một vở kịch, v.v.: trích đoạn vở kịch * đọc hai trích đoạn tiểu thuyết",trích đoạn vở kịch * đọc hai trích đoạn tiểu thuyết
trị vì,động từ,ở ngôi vua cai trị đất nước: trị vì thiên hạ,trị vì thiên hạ
trỉa,động từ,gieo trồng bằng cách tra hạt giống vào từng hốc và lấp đất lên: trỉa đỗ,trỉa đỗ
trích ngang,động từ,chọn ghi một số điểm quan trọng (trong lí lịch) để giúp hiểu biết cơ bản về một người: lí lịch trích ngang,lí lịch trích ngang
trích dẫn,động từ,dẫn nguyên văn một câu hay một đoạn văn nào đó: trích dẫn tác phẩm * bài viết có trích dẫn mấy câu Kiều,trích dẫn tác phẩm * bài viết có trích dẫn mấy câu Kiều
trích lục,động từ,(cũ) rút ra từng phần và sao lại: trích lục bản đồ * bản trích lục nội dung đăng kí kinh doanh,trích lục bản đồ * bản trích lục nội dung đăng kí kinh doanh
trích,động từ,"lấy ra, rút ra một phần của toàn bộ: khoản tiền thưởng được trích từ ngân sách * trích nguyên văn bài thơ",khoản tiền thưởng được trích từ ngân sách * trích nguyên văn bài thơ
trích lập,động từ,trích ra một khoản riêng để lập thành một quỹ khác: trích lập quỹ khen thưởng,trích lập quỹ khen thưởng
trịch thượng,tính từ,"ra vẻ như kẻ bề trên, tự cho mình là hơn và tỏ ra khinh thường người khác trong đối xử: giọng trịch thượng * thái độ kiêu căng, trịch thượng","giọng trịch thượng * thái độ kiêu căng, trịch thượng"
triển lãm,,"trưng bày vật phẩm, tranh ảnh để mọi người đến xem: triển lãm tranh * triển lãm thư tịch cổ",triển lãm tranh * triển lãm thư tịch cổ
triện,danh từ,lối viết chữ Hán thời cổ khuôn thành hình vuông thích hợp với việc khắc vào con dấu hay trang trí: chữ triện,chữ triện
triện,danh từ,(cũ) con dấu (thường khắc chữ triện): triện đồng * khắc triện,triện đồng * khắc triện
triển khai,động từ,"mở rộng ra trên một phạm vi, quy mô lớn: triển khai dự án * triển khai đội hình chiến đấu",triển khai dự án * triển khai đội hình chiến đấu
triển,động từ,(phương ngữ) lên (gân): triển gân lên,triển gân lên
